user_idx,item_idx,label
671,2623,1.0
747,2100,0.5
333,2785,0.5
484,698,0.5
655,1339,0.5
533,2329,0.5
287,529,1.0
215,2805,1.0
598,1748,1.0
394,1840,1.0
962,1072,1.0
78,2639,1.0
434,2132,0.5
0,1901,1.0
254,433,1.0
811,1399,0.5
676,568,0.5
460,338,1.0
564,1099,1.0
144,2362,0.5
684,2399,0.5
436,1350,0.5
956,1312,0.5
747,1144,1.0
340,950,1.0
580,138,1.0
829,1452,1.0
877,616,1.0
889,1051,1.0
854,596,0.5
65,1688,0.5
88,2484,1.0
111,772,1.0
195,2562,1.0
801,641,0.5
406,404,1.0
616,2069,0.5
25,1484,1.0
192,18,1.0
940,887,1.0
695,250,0.5
482,1439,1.0
1005,360,0.5
337,2101,1.0
473,1461,1.0
726,1144,0.5
465,2307,1.0
963,1676,0.5
486,15,0.5
95,754,1.0
184,1420,1.0
785,2592,0.5
951,489,1.0
9,1701,1.0
304,644,0.5
394,2651,1.0
485,1990,0.5
668,1180,0.5
407,563,1.0
780,42,0.5
42,592,1.0
814,2408,0.5
80,1677,1.0
292,1190,0.5
191,1075,0.5
384,111,0.5
378,794,1.0
78,940,0.5
903,2427,1.0
729,1632,0.5
916,439,0.5
982,1239,0.5
656,1486,1.0
514,2201,1.0
955,1352,1.0
179,819,1.0
208,2726,1.0
604,2596,1.0
65,1682,0.5
228,2598,1.0
448,864,0.5
213,1161,0.5
48,587,1.0
583,1869,0.5
921,491,1.0
127,2066,1.0
847,542,1.0
25,87,1.0
313,2784,1.0
76,1381,0.5
11,1848,0.5
14,545,1.0
249,1642,0.5
446,2333,1.0
880,1897,0.5
390,525,1.0
130,2648,0.5
791,434,0.5
925,2090,0.5
838,1813,0.5
542,2353,0.5
305,1242,1.0
665,372,1.0
538,1118,0.5
855,202,1.0
953,1772,0.5
686,2033,0.5
207,1038,1.0
473,1598,1.0
602,1698,1.0
851,373,0.5
28,48,1.0
436,643,0.5
414,1940,0.5
682,982,1.0
521,1286,1.0
678,1681,0.5
839,2257,0.5
571,859,0.5
50,1239,0.5
231,433,1.0
73,1772,0.5
633,2800,0.5
694,2080,1.0
578,889,0.5
194,2054,0.5
920,1917,0.5
615,1192,1.0
213,740,0.5
473,343,0.5
39,834,1.0
239,1689,1.0
459,225,1.0
969,2514,0.5
128,1546,1.0
322,2101,1.0
629,2278,0.5
770,112,1.0
874,1245,1.0
793,675,0.5
558,2262,1.0
323,2199,1.0
841,371,0.5
816,1311,1.0
540,1612,1.0
491,290,1.0
689,1973,0.5
27,832,0.5
988,1540,1.0
990,2103,1.0
223,1565,1.0
631,110,1.0
713,1458,0.5
128,384,1.0
336,1493,0.5
789,2591,1.0
413,95,1.0
597,936,1.0
751,1880,0.5
974,572,1.0
580,820,1.0
164,570,1.0
110,2163,0.5
497,348,0.5
197,371,0.5
738,1799,1.0
981,771,1.0
676,1766,1.0
244,1000,0.5
95,2010,1.0
846,440,1.0
336,989,0.5
263,2723,0.5
345,108,1.0
853,1263,1.0
33,2519,0.5
138,2215,1.0
478,1380,1.0
114,2296,1.0
120,1049,1.0
843,1845,1.0
264,2481,1.0
389,88,1.0
904,1960,1.0
658,51,0.5
873,2041,0.5
404,2118,0.5
647,346,0.5
622,1709,1.0
304,1619,1.0
945,69,0.5
529,2451,0.5
548,2696,1.0
392,554,0.5
638,2427,1.0
779,1754,1.0
517,1147,0.5
606,454,0.5
116,2359,0.5
639,595,1.0
412,2742,0.5
815,1494,1.0
217,281,1.0
980,660,1.0
611,1580,0.5
447,828,1.0
980,392,1.0
373,1676,0.5
706,17,0.5
481,959,1.0
521,620,0.5
953,2279,1.0
886,1353,0.5
56,2677,0.5
432,1021,0.5
224,637,1.0
446,302,1.0
503,2083,1.0
800,103,0.5
893,887,1.0
781,1295,1.0
85,1299,0.5
217,1843,0.5
601,86,1.0
531,1224,1.0
571,240,1.0
231,332,1.0
123,2013,0.5
415,350,1.0
39,1430,1.0
424,1080,0.5
966,179,0.5
710,810,1.0
223,1902,0.5
300,409,0.5
44,2687,0.5
156,1401,1.0
242,430,1.0
107,533,0.5
432,1833,0.5
176,762,0.5
44,339,1.0
814,1124,0.5
654,471,1.0
431,2382,0.5
842,928,0.5
403,944,0.5
228,1832,1.0
412,1628,0.5
822,426,1.0
381,896,1.0
499,233,1.0
89,32,1.0
569,1378,0.5
608,1799,1.0
58,74,1.0
201,1693,1.0
584,460,0.5
951,2662,1.0
150,2273,1.0
737,2214,1.0
476,1021,0.5
159,86,0.5
549,1455,1.0
340,449,0.5
232,1967,1.0
563,2593,0.5
640,1102,0.5
40,485,1.0
636,277,1.0
378,2597,0.5
149,1903,1.0
455,1429,1.0
375,1922,0.5
249,2056,0.5
823,1997,1.0
420,301,0.5
583,339,0.5
510,1750,1.0
409,1639,1.0
442,1695,1.0
990,1393,1.0
55,688,1.0
782,2397,1.0
729,1386,0.5
745,1793,0.5
756,2670,1.0
494,43,1.0
671,991,1.0
690,326,1.0
457,114,1.0
574,804,1.0
710,542,0.5
910,424,1.0
455,2381,1.0
754,2612,1.0
836,672,1.0
688,1972,1.0
488,2129,1.0
83,1450,1.0
1003,2546,1.0
319,583,0.5
49,904,0.5
218,2099,1.0
348,2553,0.5
820,184,1.0
905,1646,1.0
812,470,1.0
934,1356,1.0
185,2194,0.5
940,1249,1.0
679,2421,0.5
426,2207,1.0
449,354,1.0
834,1957,0.5
263,2561,1.0
253,596,1.0
190,1831,1.0
996,2569,1.0
340,1036,1.0
617,2446,0.5
272,2720,0.5
854,766,1.0
538,744,0.5
72,2031,0.5
436,742,0.5
586,770,0.5
565,2252,0.5
985,2524,1.0
223,820,1.0
649,2311,1.0
432,922,1.0
785,128,0.5
245,408,1.0
992,1807,1.0
603,1402,1.0
360,932,1.0
273,2432,1.0
786,1858,0.5
571,2481,0.5
907,1102,1.0
450,986,1.0
161,193,1.0
893,2212,1.0
689,330,1.0
942,380,1.0
243,2155,1.0
321,1155,0.5
60,707,0.5
214,1778,0.5
354,1343,0.5
939,918,0.5
229,2418,1.0
131,2161,1.0
669,1861,0.5
197,664,0.5
788,2460,0.5
505,2226,0.5
62,1703,0.5
29,1166,1.0
513,1445,0.5
714,1324,0.5
620,521,0.5
331,1793,0.5
469,1528,1.0
758,2793,1.0
950,2736,0.5
367,2017,1.0
369,2032,0.5
427,63,0.5
584,174,1.0
87,1152,1.0
826,1436,1.0
336,1507,0.5
588,2501,0.5
199,447,0.5
1004,2172,1.0
369,328,1.0
990,2013,1.0
403,2758,0.5
349,547,1.0
623,174,0.5
89,1185,0.5
607,1415,0.5
386,444,1.0
494,1183,0.5
239,2787,1.0
311,2592,0.5
46,678,1.0
429,483,1.0
873,233,0.5
460,2277,1.0
763,2397,0.5
621,2679,0.5
118,1375,1.0
994,1780,0.5
232,1529,0.5
519,578,0.5
801,81,1.0
453,685,0.5
216,1827,1.0
74,1956,1.0
308,150,1.0
27,2655,1.0
861,1176,1.0
447,2148,0.5
814,2795,0.5
690,1496,1.0
340,2536,1.0
94,1193,0.5
98,1071,1.0
114,1474,1.0
955,913,1.0
407,2488,1.0
524,1972,1.0
472,1986,1.0
264,2648,1.0
485,1730,1.0
585,2712,0.5
836,1604,1.0
43,1875,0.5
364,2439,0.5
493,1755,0.5
430,2476,1.0
377,1837,1.0
439,598,1.0
922,2692,1.0
436,388,0.5
157,183,1.0
433,1031,1.0
174,2069,0.5
942,852,1.0
472,2342,1.0
523,68,1.0
51,2053,1.0
652,2034,1.0
797,2700,1.0
27,1809,1.0
621,565,1.0
961,336,1.0
487,714,0.5
123,1456,1.0
202,2295,1.0
77,252,0.5
1000,2621,1.0
148,2483,0.5
635,1724,1.0
286,847,1.0
427,878,1.0
271,299,0.5
91,2140,1.0
884,1460,1.0
978,2323,0.5
959,2427,0.5
103,95,1.0
431,2494,1.0
323,1628,1.0
731,220,0.5
580,1561,1.0
894,1108,1.0
57,1341,1.0
863,1002,0.5
551,448,0.5
808,1188,1.0
88,1116,1.0
292,2634,1.0
139,451,1.0
394,108,1.0
74,2423,0.5
296,79,1.0
485,670,1.0
995,446,0.5
652,1669,0.5
813,1613,1.0
651,408,0.5
811,1895,1.0
188,899,1.0
601,1890,1.0
151,1355,1.0
454,656,1.0
252,1707,1.0
528,51,1.0
478,2113,1.0
475,1702,1.0
533,1556,1.0
598,1743,1.0
680,2398,1.0
322,1616,1.0
93,782,0.5
403,436,0.5
946,510,0.5
455,70,0.5
597,112,0.5
77,1126,0.5
780,425,1.0
745,1188,0.5
192,339,1.0
667,1320,0.5
306,2413,0.5
948,1776,0.5
984,2420,1.0
996,1539,0.5
296,1481,1.0
746,2726,0.5
1003,2441,1.0
892,448,0.5
650,1135,1.0
498,948,1.0
498,2200,0.5
979,2078,0.5
693,11,1.0
481,2527,1.0
55,2417,1.0
515,1916,1.0
630,2526,1.0
264,783,1.0
189,1977,0.5
283,1001,0.5
87,635,1.0
688,621,1.0
379,2039,0.5
900,487,1.0
78,69,0.5
34,430,1.0
261,569,0.5
573,7,1.0
225,2764,1.0
36,2191,0.5
345,887,0.5
852,2784,1.0
514,645,0.5
503,1761,1.0
410,646,0.5
75,1669,0.5
544,625,1.0
829,2313,1.0
591,619,0.5
450,787,0.5
104,1830,0.5
256,2007,0.5
369,2209,1.0
515,1085,1.0
929,982,0.5
787,174,1.0
784,258,0.5
773,385,0.5
140,29,1.0
781,1289,1.0
195,426,0.5
540,1847,1.0
378,904,0.5
462,2158,1.0
815,624,1.0
511,1814,0.5
747,794,1.0
697,134,0.5
129,2686,0.5
1004,741,1.0
568,1909,0.5
775,2671,1.0
903,2710,1.0
976,1899,0.5
65,1407,1.0
736,511,1.0
229,992,0.5
558,2366,1.0
615,2166,1.0
449,1012,0.5
946,2689,0.5
111,539,0.5
810,515,1.0
96,968,1.0
307,2634,0.5
88,1925,1.0
163,699,1.0
634,1292,1.0
706,337,1.0
216,2771,0.5
886,1687,1.0
593,1663,1.0
536,756,0.5
68,951,0.5
299,1694,0.5
772,1486,1.0
754,656,1.0
985,245,0.5
279,1989,1.0
398,1338,1.0
497,938,0.5
585,928,1.0
481,1560,0.5
46,1012,1.0
789,2305,1.0
167,1206,1.0
524,80,1.0
523,2446,1.0
357,2016,1.0
626,2131,1.0
371,2568,0.5
721,1636,0.5
57,1635,1.0
100,2009,1.0
269,2380,0.5
969,2802,1.0
34,756,0.5
273,1683,1.0
673,1388,1.0
358,1135,1.0
272,1835,0.5
111,207,0.5
693,2711,0.5
403,861,0.5
966,623,0.5
203,1713,0.5
23,2733,0.5
156,1197,1.0
715,102,1.0
55,2702,1.0
194,544,0.5
411,1279,1.0
542,2106,1.0
100,2371,0.5
311,1714,1.0
608,1212,1.0
20,246,1.0
983,55,0.5
953,793,1.0
496,60,0.5
527,2299,1.0
157,55,1.0
610,1486,0.5
952,227,1.0
589,380,1.0
366,1219,1.0
217,750,0.5
111,1473,1.0
752,2403,0.5
430,802,1.0
119,965,1.0
424,384,1.0
576,1040,0.5
913,1195,1.0
119,119,1.0
969,181,1.0
287,2000,0.5
998,2389,0.5
380,1111,1.0
863,1764,1.0
324,228,1.0
642,508,1.0
20,409,0.5
449,2468,1.0
120,1703,1.0
583,236,1.0
6,2610,1.0
218,1161,0.5
836,1837,1.0
437,1283,0.5
791,1451,1.0
11,2523,0.5
503,1421,0.5
550,2421,1.0
790,800,0.5
256,824,0.5
880,2049,1.0
1005,143,1.0
553,634,1.0
711,1438,1.0
648,1824,0.5
163,526,1.0
7,1970,0.5
729,1011,0.5
482,1211,1.0
27,1078,0.5
632,2533,1.0
49,835,1.0
851,391,0.5
670,1228,0.5
765,1657,0.5
637,2697,0.5
372,1018,1.0
318,2120,1.0
486,621,1.0
286,1576,1.0
383,1825,0.5
347,2361,1.0
51,2653,0.5
659,804,0.5
13,353,1.0
391,737,0.5
785,276,0.5
128,1496,1.0
878,2187,1.0
559,934,1.0
270,2118,0.5
193,1136,1.0
645,1969,1.0
385,216,0.5
273,80,1.0
991,860,1.0
825,277,1.0
413,1659,1.0
465,1172,1.0
289,1138,1.0
898,707,0.5
560,899,1.0
556,950,0.5
725,2172,1.0
102,679,0.5
731,90,1.0
120,2598,1.0
868,2036,1.0
45,1593,1.0
333,354,1.0
22,2316,1.0
982,988,0.5
582,402,1.0
385,1297,1.0
608,2331,0.5
726,1534,0.5
819,573,1.0
579,1681,0.5
511,184,1.0
630,1177,0.5
174,1697,1.0
481,98,1.0
681,285,1.0
807,1377,1.0
690,1370,1.0
447,558,1.0
97,225,1.0
833,1836,1.0
163,878,0.5
101,2329,0.5
990,2707,0.5
801,998,0.5
525,2109,1.0
300,2693,1.0
694,2631,0.5
712,449,1.0
206,1247,1.0
362,1071,1.0
372,591,1.0
179,1899,0.5
753,2348,0.5
95,924,1.0
790,1321,1.0
966,2473,0.5
1000,704,1.0
106,245,1.0
429,1069,1.0
911,209,1.0
113,2369,0.5
511,569,0.5
124,1650,0.5
353,651,1.0
373,660,0.5
245,1111,1.0
863,2027,1.0
1002,378,0.5
641,2252,1.0
163,2035,0.5
346,2715,1.0
262,890,1.0
91,1437,1.0
207,775,0.5
804,307,1.0
280,2639,0.5
151,2650,1.0
743,750,1.0
699,2340,0.5
530,1140,0.5
448,119,0.5
330,2003,1.0
974,2606,1.0
520,2467,1.0
182,2330,1.0
818,558,1.0
200,2216,1.0
328,1676,1.0
367,1428,1.0
350,1790,1.0
88,2289,1.0
547,51,1.0
748,2333,0.5
645,881,0.5
29,2577,0.5
828,1749,0.5
830,1812,0.5
215,1656,0.5
455,749,1.0
816,1551,1.0
495,1692,1.0
818,1115,1.0
82,1296,0.5
265,2532,1.0
1,552,1.0
412,1976,0.5
303,473,1.0
458,882,1.0
101,2558,0.5
236,908,1.0
89,1858,1.0
522,1560,1.0
186,1775,0.5
504,942,1.0
184,869,1.0
854,1915,1.0
173,225,1.0
434,1474,0.5
355,2252,0.5
644,302,1.0
830,2245,0.5
254,337,1.0
754,1934,0.5
847,2602,0.5
74,989,1.0
675,2012,0.5
87,2321,0.5
294,742,1.0
301,142,1.0
330,1887,0.5
873,738,0.5
405,45,1.0
486,171,0.5
216,1626,0.5
835,499,0.5
208,1620,1.0
564,2248,0.5
834,639,0.5
952,78,0.5
827,1373,1.0
620,882,1.0
934,601,1.0
700,1611,1.0
786,1427,0.5
337,2396,1.0
474,1406,1.0
506,408,0.5
739,197,1.0
644,716,0.5
288,13,1.0
670,1450,0.5
354,886,0.5
870,2796,0.5
234,1660,0.5
306,796,0.5
337,1128,0.5
781,2178,1.0
647,2350,0.5
326,1729,1.0
978,660,1.0
935,413,1.0
565,2362,1.0
185,2616,0.5
590,1378,0.5
739,1356,0.5
859,809,1.0
261,2559,0.5
550,1884,1.0
332,1237,1.0
729,1538,1.0
616,684,0.5
466,2202,1.0
554,61,0.5
740,2165,1.0
717,1792,0.5
279,2380,1.0
314,1189,0.5
346,2136,1.0
809,1029,1.0
2,2212,1.0
175,672,1.0
649,253,1.0
547,2352,0.5
718,1739,1.0
961,1050,0.5
22,100,1.0
48,820,1.0
529,2345,0.5
593,2810,0.5
709,277,1.0
889,460,1.0
161,2261,0.5
390,1012,1.0
538,1114,0.5
151,206,1.0
974,1911,1.0
60,751,0.5
686,2493,1.0
87,730,1.0
904,564,1.0
232,1323,1.0
4,746,1.0
116,264,0.5
674,2285,1.0
620,142,1.0
748,1899,1.0
701,2241,1.0
631,1527,1.0
302,2595,0.5
149,135,0.5
474,995,0.5
108,2135,1.0
970,1739,0.5
9,311,1.0
872,1141,0.5
731,88,1.0
408,70,1.0
876,717,1.0
700,607,0.5
294,2266,1.0
620,1793,1.0
129,80,0.5
287,1279,0.5
385,842,1.0
56,1450,1.0
926,1052,1.0
705,936,0.5
280,2182,1.0
342,1052,1.0
495,2476,1.0
883,2028,0.5
998,1343,1.0
525,1159,0.5
638,618,0.5
980,2605,1.0
487,678,0.5
304,51,0.5
388,180,1.0
470,1927,1.0
883,1646,0.5
385,686,0.5
675,81,1.0
557,189,1.0
84,161,1.0
345,2233,0.5
818,2110,1.0
930,2381,0.5
495,2166,1.0
345,1428,1.0
313,2210,1.0
182,2447,0.5
247,2032,1.0
314,1848,0.5
495,1208,1.0
934,36,0.5
397,1352,1.0
678,1208,1.0
96,2559,1.0
800,1128,0.5
606,230,1.0
973,1642,1.0
344,1105,0.5
560,652,0.5
116,2320,1.0
676,1412,1.0
717,1791,1.0
815,1857,0.5
380,438,1.0
363,236,0.5
966,1180,0.5
638,2642,1.0
831,1090,0.5
417,553,0.5
423,1054,0.5
148,130,1.0
149,1437,0.5
681,2024,0.5
425,2347,1.0
820,1674,1.0
367,1169,1.0
881,1541,0.5
212,1166,0.5
731,1772,1.0
441,2064,1.0
488,2202,0.5
481,1673,1.0
161,787,1.0
531,1552,1.0
970,2084,0.5
352,1479,0.5
901,1780,1.0
423,2373,0.5
861,1494,0.5
984,2751,1.0
328,1170,0.5
1003,1294,0.5
767,881,1.0
426,754,1.0
600,435,0.5
940,1493,0.5
348,743,0.5
620,1328,1.0
123,1291,0.5
927,2377,1.0
254,583,0.5
646,2304,1.0
928,2167,0.5
401,2302,1.0
986,781,0.5
22,672,1.0
56,711,1.0
424,1117,1.0
656,100,1.0
365,1819,0.5
403,2246,0.5
86,2059,0.5
278,2223,0.5
810,2069,1.0
553,71,0.5
67,208,1.0
923,555,1.0
19,1745,1.0
583,262,1.0
468,1028,1.0
61,1142,0.5
249,1633,0.5
748,1888,1.0
196,2656,1.0
884,842,1.0
323,2615,0.5
734,1050,1.0
368,213,1.0
419,1834,1.0
555,1672,1.0
210,1234,1.0
73,273,0.5
7,763,0.5
882,2340,0.5
851,1035,0.5
136,933,1.0
762,1200,0.5
834,1760,0.5
464,1037,0.5
552,1189,1.0
677,2345,1.0
580,1307,0.5
1000,1257,1.0
788,1634,1.0
171,657,1.0
250,147,1.0
299,1979,0.5
877,1520,0.5
914,33,1.0
966,809,1.0
127,1032,1.0
190,20,1.0
277,705,1.0
938,1763,1.0
237,2290,1.0
514,1875,0.5
247,1557,1.0
188,2542,1.0
250,1020,1.0
638,1394,1.0
398,1097,0.5
981,2101,1.0
583,211,1.0
118,2768,0.5
399,1917,1.0
129,601,0.5
577,2436,1.0
980,236,1.0
306,1093,1.0
336,2297,1.0
16,738,0.5
943,386,1.0
794,326,1.0
127,455,1.0
611,756,1.0
863,2340,1.0
390,1282,1.0
250,2438,1.0
694,738,1.0
710,1078,0.5
150,2165,1.0
33,2598,1.0
141,939,0.5
76,819,1.0
346,1057,1.0
872,922,0.5
941,1187,1.0
551,1361,1.0
240,707,0.5
961,2192,1.0
585,104,1.0
858,1644,1.0
909,59,0.5
735,1923,0.5
804,1818,1.0
9,605,1.0
310,2653,1.0
233,931,1.0
956,1626,1.0
148,580,1.0
773,2335,0.5
339,397,1.0
396,1772,0.5
531,1826,0.5
830,650,1.0
1003,715,0.5
355,894,1.0
449,1972,1.0
11,222,0.5
390,1143,1.0
840,956,0.5
472,1537,0.5
452,1654,0.5
583,314,0.5
311,668,1.0
170,2593,1.0
928,1875,0.5
361,143,0.5
723,1614,0.5
766,417,0.5
96,2530,1.0
961,930,0.5
197,2179,1.0
865,1040,0.5
656,494,1.0
36,1920,0.5
854,517,1.0
103,232,0.5
483,2251,0.5
39,1804,1.0
894,1693,0.5
513,2036,0.5
141,2676,1.0
401,2076,1.0
668,1368,0.5
865,2389,0.5
890,1373,0.5
359,805,1.0
251,1321,1.0
353,2798,1.0
726,474,1.0
907,2800,1.0
835,1641,0.5
431,1737,0.5
589,1788,0.5
132,2623,1.0
154,1137,1.0
931,2099,1.0
236,206,1.0
505,2142,0.5
540,1060,0.5
824,1450,1.0
228,11,1.0
436,926,0.5
888,608,1.0
161,714,0.5
694,2694,1.0
23,1857,1.0
443,1386,1.0
510,868,0.5
45,2743,1.0
925,2083,0.5
961,2155,1.0
984,1347,0.5
381,1223,1.0
105,2680,0.5
290,790,1.0
987,283,1.0
546,1309,0.5
452,382,0.5
18,1310,1.0
606,2272,0.5
547,1025,1.0
205,2312,1.0
705,29,1.0
960,426,1.0
139,968,1.0
229,1709,1.0
565,1529,1.0
349,46,1.0
188,379,1.0
215,102,1.0
626,492,0.5
60,2498,0.5
299,2126,1.0
826,1500,1.0
26,1421,1.0
261,2735,1.0
347,1571,1.0
121,2578,1.0
82,718,1.0
572,660,1.0
188,608,1.0
75,2551,0.5
666,923,0.5
457,533,1.0
956,2039,0.5
708,2458,1.0
39,1288,0.5
975,2357,1.0
826,109,0.5
297,66,1.0
716,2436,1.0
738,1387,1.0
261,1662,0.5
905,1346,1.0
4,2542,0.5
451,276,1.0
158,1301,1.0
496,712,0.5
369,1395,0.5
231,1096,1.0
787,1610,1.0
428,2749,1.0
310,1783,1.0
85,2259,0.5
671,1467,1.0
541,1247,1.0
958,453,0.5
725,570,1.0
843,2486,1.0
491,1186,1.0
384,1808,1.0
333,347,0.5
449,1114,1.0
286,375,1.0
469,1748,1.0
206,1804,1.0
989,807,1.0
15,768,1.0
380,34,1.0
1006,188,0.5
377,542,1.0
903,1648,0.5
338,2020,1.0
771,2179,1.0
597,1458,0.5
100,2797,0.5
116,1394,1.0
512,552,1.0
32,577,1.0
437,2116,0.5
644,600,1.0
421,2201,1.0
458,2389,0.5
989,2113,0.5
62,1591,0.5
572,760,0.5
620,1878,1.0
674,438,1.0
824,1509,1.0
203,2424,1.0
123,1431,0.5
764,2650,1.0
472,1671,1.0
585,2503,0.5
791,1211,1.0
460,2541,0.5
605,131,0.5
911,806,1.0
760,1237,1.0
293,1741,1.0
494,728,0.5
769,1143,0.5
579,897,0.5
487,2026,1.0
765,1735,1.0
764,1392,1.0
609,798,1.0
203,386,0.5
646,1754,0.5
744,281,0.5
169,1898,0.5
899,1923,1.0
604,420,0.5
778,2752,0.5
720,1064,1.0
585,2557,1.0
731,52,0.5
992,1679,0.5
462,426,1.0
775,1398,1.0
584,1582,0.5
346,2739,1.0
466,2712,1.0
962,1468,0.5
591,1899,1.0
766,2170,1.0
196,1941,1.0
920,1854,1.0
641,1537,0.5
732,301,1.0
647,2545,0.5
734,669,1.0
244,629,0.5
72,2405,0.5
578,2026,1.0
266,651,0.5
284,268,1.0
337,1899,0.5
525,456,0.5
972,1019,1.0
643,2072,1.0
40,2313,1.0
521,1592,1.0
71,1853,0.5
7,490,1.0
881,2626,1.0
752,2559,0.5
825,1793,0.5
836,179,1.0
1003,1508,1.0
818,306,1.0
999,1992,1.0
876,1279,1.0
770,2194,0.5
71,1699,0.5
220,1559,0.5
789,2674,0.5
341,2681,1.0
140,690,0.5
503,2790,0.5
341,2054,1.0
506,1919,1.0
338,2023,0.5
98,1556,1.0
652,1395,0.5
299,684,0.5
487,1620,1.0
246,1269,1.0
769,232,1.0
307,476,0.5
527,749,1.0
348,2518,0.5
682,217,1.0
636,2559,1.0
433,2069,0.5
325,2605,1.0
488,2656,0.5
385,2087,0.5
212,1644,1.0
948,997,1.0
1006,254,1.0
323,205,0.5
726,1050,0.5
408,232,0.5
167,997,0.5
128,136,0.5
466,601,0.5
907,1272,1.0
725,1696,1.0
47,1849,0.5
39,143,1.0
11,1956,0.5
645,30,0.5
119,2099,0.5
501,426,0.5
737,2265,1.0
644,1177,0.5
319,1349,1.0
160,1440,1.0
701,1715,1.0
783,2617,1.0
282,1741,1.0
621,2446,1.0
905,2440,1.0
193,1343,1.0
943,1434,0.5
227,134,1.0
458,2377,0.5
907,424,1.0
155,250,0.5
859,1056,0.5
233,1672,0.5
861,1639,1.0
922,1768,0.5
317,1405,1.0
777,2560,0.5
960,1485,0.5
465,1453,0.5
495,2488,1.0
698,511,0.5
881,2580,1.0
586,161,0.5
838,872,0.5
880,2349,1.0
593,662,1.0
260,2487,0.5
992,144,0.5
747,158,1.0
462,1182,1.0
307,1374,0.5
460,1784,1.0
414,1791,1.0
778,902,1.0
160,820,0.5
955,802,0.5
775,1278,1.0
927,615,1.0
517,1123,0.5
881,663,1.0
654,2767,1.0
5,2292,1.0
553,1930,0.5
454,1254,1.0
630,1014,1.0
913,1070,1.0
205,1086,0.5
655,1603,1.0
45,1152,1.0
732,604,1.0
743,2040,0.5
896,1110,1.0
163,1361,1.0
144,2666,1.0
866,2016,1.0
739,164,0.5
797,2292,1.0
540,281,1.0
336,1381,1.0
186,2710,1.0
867,923,1.0
673,1870,0.5
472,1292,1.0
740,749,1.0
765,579,1.0
212,1201,0.5
665,2775,1.0
55,537,1.0
199,724,0.5
944,2618,1.0
68,1444,0.5
172,1350,0.5
403,526,1.0
406,1984,0.5
801,1532,0.5
222,2663,0.5
495,1722,1.0
9,1291,1.0
366,1859,1.0
976,695,0.5
745,2629,0.5
193,1190,0.5
1002,1779,1.0
991,2092,1.0
162,2498,0.5
935,1874,1.0
434,1828,0.5
356,981,0.5
142,1046,0.5
822,2018,1.0
244,550,1.0
6,2260,1.0
377,1216,1.0
957,57,1.0
944,659,1.0
548,198,1.0
534,709,1.0
223,736,1.0
877,1939,0.5
514,1188,1.0
393,2659,1.0
943,1843,0.5
790,1469,1.0
466,1658,0.5
147,1146,1.0
621,1985,0.5
720,1772,1.0
1,771,1.0
947,1170,1.0
123,1211,0.5
525,2141,1.0
332,264,1.0
152,2466,0.5
884,2024,0.5
751,2076,1.0
566,270,1.0
925,1066,0.5
608,171,1.0
367,2262,1.0
89,150,1.0
283,780,1.0
621,811,0.5
580,649,1.0
93,1523,1.0
281,2568,1.0
828,2342,0.5
125,1352,1.0
327,641,0.5
167,366,1.0
976,651,0.5
918,2220,1.0
630,635,1.0
565,1519,1.0
65,1197,0.5
826,1164,1.0
831,1413,0.5
617,2508,1.0
256,848,0.5
28,1535,1.0
968,1176,1.0
227,1298,0.5
388,1451,0.5
32,1188,0.5
144,775,0.5
937,1905,0.5
725,1830,1.0
460,2311,1.0
630,2366,1.0
248,1984,0.5
341,1848,1.0
816,2061,0.5
14,2667,1.0
150,1002,0.5
850,1959,1.0
585,1778,0.5
326,2105,0.5
160,2175,1.0
846,494,0.5
638,291,1.0
724,1782,0.5
933,1258,1.0
950,206,0.5
123,1672,0.5
685,2701,1.0
457,933,1.0
943,765,0.5
815,575,0.5
371,2201,1.0
26,144,0.5
235,1693,0.5
679,1265,1.0
958,836,1.0
710,2354,1.0
329,2020,1.0
348,273,0.5
870,427,0.5
160,166,1.0
484,1509,1.0
875,791,0.5
422,939,1.0
231,865,1.0
333,2384,1.0
256,1243,0.5
634,2221,1.0
948,896,1.0
439,1382,1.0
992,1503,0.5
254,738,1.0
968,1842,0.5
840,2077,0.5
721,2040,0.5
674,2460,1.0
76,1348,0.5
33,2749,0.5
593,264,0.5
447,2240,0.5
817,2587,1.0
865,2193,1.0
680,242,1.0
138,158,0.5
648,1963,1.0
430,1918,1.0
896,1804,1.0
644,1278,1.0
688,1583,1.0
938,1797,1.0
325,726,1.0
960,637,1.0
489,2148,1.0
466,43,0.5
953,2487,0.5
162,2117,0.5
614,606,1.0
772,531,1.0
566,1757,0.5
379,2724,0.5
606,2684,0.5
380,2377,1.0
836,2099,0.5
114,1600,0.5
884,551,0.5
487,521,0.5
870,436,1.0
297,1925,0.5
463,992,1.0
825,1272,1.0
107,2729,0.5
773,1738,1.0
828,691,1.0
564,2757,1.0
80,1190,1.0
982,1080,0.5
473,797,0.5
169,258,0.5
153,391,0.5
825,1569,1.0
727,2440,1.0
388,1810,1.0
181,2598,0.5
670,2368,1.0
494,1404,0.5
557,1719,1.0
526,467,0.5
593,1007,1.0
333,2784,1.0
496,1944,1.0
506,2686,0.5
662,1126,1.0
271,183,1.0
233,880,1.0
428,54,1.0
780,1670,0.5
627,1730,1.0
326,1769,0.5
262,1339,0.5
475,530,1.0
262,1617,1.0
609,2233,0.5
219,2805,0.5
34,3,0.5
711,2060,1.0
